시도,시군구,폐기물 종류_대,폐기물 종류_중,폐기물 종류_소,2019년 발생량,총계_재활용,총계_소각,총계_매립,총계_기타,공공처리_재활용,공공처리_소각,공공처리_매립,공공처리_기타,자가처리_재활용,자가처리_소각,자가처리_매립,자가처리_기타,위탁처리_재활용,위탁처리_소각,위탁처리_매립,위탁처리_기타,YEAR
전북,무주군,종량제방식 등 혼합배출,불연성,폐토사류,0.1,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,2019
전북,무주군,종량제방식 등 혼합배출,불연성,폐타일 및 도자기류,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,무주군,종량제방식 등 혼합배출,불연성,연탄재,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,무주군,종량제방식 등 혼합배출,불연성,기타,0.1,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,2019
전북,무주군,종량제방식 등 혼합배출,건설폐재류,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,무주군,종량제방식 등 혼합배출,기타(배출불명등,EMPTY,0.1,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,2019
전북,무주군,재활용 _가능자원_ 분리배출,소계,EMPTY,5.7,5.5,0,0.2,0,5.5,0,0.2,0,0,0,0,0,0,0,0,0,2019
전북,무주군,재활용 _가능자원_ 분리배출,폐지류,종이팩,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,무주군,재활용 _가능자원_ 분리배출,폐지류,기타,0.8,0.8,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,2019
전북,무주군,재활용 _가능자원_ 분리배출,고철류,EMPTY,0.1,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,2019
전북,무주군,재활용 _가능자원_ 분리배출,금속캔,EMPTY,0.5,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,2019
전북,무주군,재활용 _가능자원_ 분리배출,폐합성수지류,비닐류,0.3,0.3,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,2019
전북,무주군,재활용 _가능자원_ 분리배출,폐합성수지류,발포수지류,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,무주군,재활용 _가능자원_ 분리배출,폐합성수지류,PET병,0.3,0.3,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,2019
전북,무주군,재활용 _가능자원_ 분리배출,폐합성수지류,기타,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,무주군,재활용 _가능자원_ 분리배출,폐고무류,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,무주군,재활용 _가능자원_ 분리배출,폐유리병류,EMPTY,1.2,1.2,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,2019
전북,무주군,재활용 _가능자원_ 분리배출,폐의류,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,무주군,재활용 _가능자원_ 분리배출,폐섬유류,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,무주군,재활용 _가능자원_ 분리배출,폐형광등,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,무주군,재활용 _가능자원_ 분리배출,폐전지류,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,무주군,재활용 _가능자원_ 분리배출,영농폐기물,농약용기류,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,무주군,재활용 _가능자원_ 분리배출,영농폐기물,폐비닐,1.8,1.8,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,2019
전북,무주군,재활용 _가능자원_ 분리배출,폐식용유,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,무주군,재활용 _가능자원_ 분리배출,폐전기전자제품,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,무주군,재활용 _가능자원_ 분리배출,폐가구류,EMPTY,0.3,0.3,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,2019
전북,무주군,재활용 _가능자원_ 분리배출,기타,EMPTY,0.2,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,2019
전북,무주군,재활용 _가능자원_ 분리배출,재활용 잔재물,EMPTY,0.2,0,0,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,2019
전북,무주군,음식물류 폐기물 분리배출,EMPTY,EMPTY,4.2,2.6,0,1.6,0,2.6,0,1.6,0,0,0,0,0,0,0,0,0,2019
전북,장수군,합계,EMPTY,EMPTY,22.5,2,12,8.5,0,0.2,12,5.9,0,0,0,2.6,0,1.8,0,0,0,2019
전북,장수군,종량제방식 등 혼합배출,소계,EMPTY,17.1,0,11.4,5.7,0,0,11.4,5.7,0,0,0,0,0,0,0,0,0,2019
전북,장수군,종량제방식 등 혼합배출,가연성,소계,15.6,0,10.4,5.2,0,0,10.4,5.2,0,0,0,0,0,0,0,0,0,2019
전북,장수군,종량제방식 등 혼합배출,가연성,폐지류,5.2,0,3.5,1.7,0,0,3.5,1.7,0,0,0,0,0,0,0,0,0,2019
전북,장수군,종량제방식 등 혼합배출,가연성,폐합성수지류,4.3,0,2.9,1.4,0,0,2.9,1.4,0,0,0,0,0,0,0,0,0,2019
전북,장수군,종량제방식 등 혼합배출,가연성,폐고무류,0.2,0,0.1,0.1,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,2019
전북,장수군,종량제방식 등 혼합배출,가연성,폐섬유류,0.8,0,0.5,0.3,0,0,0.5,0.3,0,0,0,0,0,0,0,0,0,2019
전북,장수군,종량제방식 등 혼합배출,가연성,음식물류 폐기물,1.2,0,0.8,0.4,0,0,0.8,0.4,0,0,0,0,0,0,0,0,0,2019
전북,장수군,종량제방식 등 혼합배출,가연성,폐목재류,0.6,0,0.4,0.2,0,0,0.4,0.2,0,0,0,0,0,0,0,0,0,2019
전북,장수군,종량제방식 등 혼합배출,가연성,기타,3.3,0,2.2,1.1,0,0,2.2,1.1,0,0,0,0,0,0,0,0,0,2019
전북,장수군,종량제방식 등 혼합배출,불연성,소계,1.5,0,1,0.5,0,0,1,0.5,0,0,0,0,0,0,0,0,0,2019
전북,장수군,종량제방식 등 혼합배출,불연성,폐금속류,0.4,0,0.3,0.1,0,0,0.3,0.1,0,0,0,0,0,0,0,0,0,2019
전북,장수군,종량제방식 등 혼합배출,불연성,폐유리류,0.6,0,0.4,0.2,0,0,0.4,0.2,0,0,0,0,0,0,0,0,0,2019
전북,장수군,종량제방식 등 혼합배출,불연성,폐토사류,0.2,0,0.1,0.1,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,2019
전북,장수군,종량제방식 등 혼합배출,불연성,폐타일 및 도자기류,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,장수군,종량제방식 등 혼합배출,불연성,연탄재,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,장수군,종량제방식 등 혼합배출,불연성,기타,0.3,0,0.2,0.1,0,0,0.2,0.1,0,0,0,0,0,0,0,0,0,2019
전북,장수군,종량제방식 등 혼합배출,건설폐재류,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,장수군,종량제방식 등 혼합배출,기타(배출불명등,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,장수군,재활용 _가능자원_ 분리배출,소계,EMPTY,1,0.2,0.6,0.2,0,0.2,0.6,0.2,0,0,0,0,0,0,0,0,0,2019
전북,장수군,재활용 _가능자원_ 분리배출,폐지류,종이팩,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,장수군,재활용 _가능자원_ 분리배출,폐지류,기타,0.1,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,2019
전북,장수군,재활용 _가능자원_ 분리배출,고철류,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,장수군,재활용 _가능자원_ 분리배출,금속캔,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,장수군,재활용 _가능자원_ 분리배출,폐합성수지류,비닐류,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,장수군,재활용 _가능자원_ 분리배출,폐합성수지류,발포수지류,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,장수군,재활용 _가능자원_ 분리배출,폐합성수지류,PET병,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,장수군,재활용 _가능자원_ 분리배출,폐합성수지류,기타,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,장수군,재활용 _가능자원_ 분리배출,폐고무류,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,장수군,재활용 _가능자원_ 분리배출,폐유리병류,EMPTY,0.1,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,2019
전북,장수군,재활용 _가능자원_ 분리배출,폐의류,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,장수군,재활용 _가능자원_ 분리배출,폐섬유류,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,장수군,재활용 _가능자원_ 분리배출,폐형광등,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,장수군,재활용 _가능자원_ 분리배출,폐전지류,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,장수군,재활용 _가능자원_ 분리배출,영농폐기물,농약용기류,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,장수군,재활용 _가능자원_ 분리배출,영농폐기물,폐비닐,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,장수군,재활용 _가능자원_ 분리배출,폐식용유,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,장수군,재활용 _가능자원_ 분리배출,폐전기전자제품,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,장수군,재활용 _가능자원_ 분리배출,폐가구류,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,장수군,재활용 _가능자원_ 분리배출,기타,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,장수군,재활용 _가능자원_ 분리배출,재활용 잔재물,EMPTY,0.8,0,0.6,0.2,0,0,0.6,0.2,0,0,0,0,0,0,0,0,0,2019
전북,장수군,음식물류 폐기물 분리배출,EMPTY,EMPTY,4.4,1.8,0,2.6,0,0,0,0,0,0,0,2.6,0,1.8,0,0,0,2019
전북,임실군,합계,EMPTY,EMPTY,13,7.2,4.9,0.9,0,2.4,3.7,0.9,0,0,0,0,0,4.8,1.2,0,0,2019
전북,임실군,종량제방식 등 혼합배출,소계,EMPTY,5.6,0,4.9,0.7,0,0,3.7,0.7,0,0,0,0,0,0,1.2,0,0,2019
전북,임실군,종량제방식 등 혼합배출,가연성,소계,4.9,0,4.9,0,0,0,3.7,0,0,0,0,0,0,0,1.2,0,0,2019
전북,임실군,종량제방식 등 혼합배출,가연성,폐지류,1.6,0,1.6,0,0,0,1.2,0,0,0,0,0,0,0,0.4,0,0,2019
전북,임실군,종량제방식 등 혼합배출,가연성,폐합성수지류,1.3,0,1.3,0,0,0,1,0,0,0,0,0,0,0,0.3,0,0,2019
전북,임실군,종량제방식 등 혼합배출,가연성,폐고무류,0.1,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,2019
전북,임실군,종량제방식 등 혼합배출,가연성,폐섬유류,0.3,0,0.3,0,0,0,0.2,0,0,0,0,0,0,0,0.1,0,0,2019
전북,임실군,종량제방식 등 혼합배출,가연성,음식물류 폐기물,0.4,0,0.4,0,0,0,0.3,0,0,0,0,0,0,0,0.1,0,0,2019
전북,임실군,종량제방식 등 혼합배출,가연성,폐목재류,0.1,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,2019
전북,임실군,종량제방식 등 혼합배출,가연성,기타,1.1,0,1.1,0,0,0,0.8,0,0,0,0,0,0,0,0.3,0,0,2019
전북,임실군,종량제방식 등 혼합배출,불연성,소계,0.7,0,0,0.7,0,0,0,0.7,0,0,0,0,0,0,0,0,0,2019
전북,임실군,종량제방식 등 혼합배출,불연성,폐금속류,0.2,0,0,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,2019
전북,임실군,종량제방식 등 혼합배출,불연성,폐유리류,0.3,0,0,0.3,0,0,0,0.3,0,0,0,0,0,0,0,0,0,2019
전북,임실군,종량제방식 등 혼합배출,불연성,폐토사류,0.1,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,2019
전북,임실군,종량제방식 등 혼합배출,불연성,폐타일 및 도자기류,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,임실군,종량제방식 등 혼합배출,불연성,연탄재,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,임실군,종량제방식 등 혼합배출,불연성,기타,0.1,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,2019
전북,임실군,종량제방식 등 혼합배출,건설폐재류,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,임실군,종량제방식 등 혼합배출,기타(배출불명등,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,임실군,재활용 _가능자원_ 분리배출,소계,EMPTY,2.6,2.4,0,0.2,0,2.4,0,0.2,0,0,0,0,0,0,0,0,0,2019
전북,임실군,재활용 _가능자원_ 분리배출,폐지류,종이팩,0.1,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,2019
전북,임실군,재활용 _가능자원_ 분리배출,폐지류,기타,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,임실군,재활용 _가능자원_ 분리배출,고철류,EMPTY,0.2,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,2019
전북,임실군,재활용 _가능자원_ 분리배출,금속캔,EMPTY,0.2,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,2019
전북,임실군,재활용 _가능자원_ 분리배출,폐합성수지류,비닐류,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,임실군,재활용 _가능자원_ 분리배출,폐합성수지류,발포수지류,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,임실군,재활용 _가능자원_ 분리배출,폐합성수지류,PET병,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,임실군,재활용 _가능자원_ 분리배출,폐합성수지류,기타,0.1,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,2019
전북,임실군,재활용 _가능자원_ 분리배출,폐고무류,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,임실군,재활용 _가능자원_ 분리배출,폐유리병류,EMPTY,0.1,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,2019
전북,임실군,재활용 _가능자원_ 분리배출,폐의류,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,임실군,재활용 _가능자원_ 분리배출,폐섬유류,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,임실군,재활용 _가능자원_ 분리배출,폐형광등,EMPTY,0.1,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,2019
전북,임실군,재활용 _가능자원_ 분리배출,폐전지류,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,임실군,재활용 _가능자원_ 분리배출,영농폐기물,농약용기류,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,임실군,재활용 _가능자원_ 분리배출,영농폐기물,폐비닐,1.3,1.3,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,2019
전북,임실군,재활용 _가능자원_ 분리배출,폐식용유,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,임실군,재활용 _가능자원_ 분리배출,폐전기전자제품,EMPTY,0.3,0.3,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,2019
전북,임실군,재활용 _가능자원_ 분리배출,폐가구류,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,임실군,재활용 _가능자원_ 분리배출,기타,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,임실군,재활용 _가능자원_ 분리배출,재활용 잔재물,EMPTY,0.2,0,0,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,2019
전북,임실군,음식물류 폐기물 분리배출,EMPTY,EMPTY,4.8,4.8,0,0,0,0,0,0,0,0,0,0,0,4.8,0,0,0,2019
전북,순창군,합계,EMPTY,EMPTY,20.1,9.9,10.2,0,0,1.1,0,0,0,0,0,0,0,8.8,10.2,0,0,2019
전북,순창군,종량제방식 등 혼합배출,소계,EMPTY,15,4.8,10.2,0,0,0,0,0,0,0,0,0,0,4.8,10.2,0,0,2019
전북,순창군,종량제방식 등 혼합배출,가연성,소계,14.2,4,10.2,0,0,0,0,0,0,0,0,0,0,4,10.2,0,0,2019
전북,순창군,종량제방식 등 혼합배출,가연성,폐지류,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,순창군,종량제방식 등 혼합배출,가연성,폐합성수지류,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,순창군,종량제방식 등 혼합배출,가연성,폐고무류,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,순창군,종량제방식 등 혼합배출,가연성,폐섬유류,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,순창군,종량제방식 등 혼합배출,가연성,음식물류 폐기물,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2019
전북,순창군,종량제방식 등 혼합배출,가연성,폐목재류,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,순창군,종량제방식 등 혼합배출,가연성,기타,10.2,0,10.2,0,0,0,0,0,0,0,0,0,0,0,10.2,0,0,2019
전북,순창군,종량제방식 등 혼합배출,불연성,소계,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,2019
전북,순창군,종량제방식 등 혼합배출,불연성,폐금속류,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,2019
전북,순창군,종량제방식 등 혼합배출,불연성,폐유리류,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,2019
전북,순창군,종량제방식 등 혼합배출,불연성,폐토사류,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,순창군,종량제방식 등 혼합배출,불연성,폐타일 및 도자기류,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,순창군,종량제방식 등 혼합배출,불연성,연탄재,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,순창군,종량제방식 등 혼합배출,불연성,기타,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,2019
전북,순창군,종량제방식 등 혼합배출,건설폐재류,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,순창군,종량제방식 등 혼합배출,기타(배출불명등,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,순창군,재활용 _가능자원_ 분리배출,소계,EMPTY,1.1,1.1,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,2019
전북,순창군,재활용 _가능자원_ 분리배출,폐지류,종이팩,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,순창군,재활용 _가능자원_ 분리배출,폐지류,기타,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,순창군,재활용 _가능자원_ 분리배출,고철류,EMPTY,0.2,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,2019
전북,순창군,재활용 _가능자원_ 분리배출,금속캔,EMPTY,0.2,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,2019
전북,순창군,재활용 _가능자원_ 분리배출,폐합성수지류,비닐류,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,순창군,재활용 _가능자원_ 분리배출,폐합성수지류,발포수지류,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,순창군,재활용 _가능자원_ 분리배출,폐합성수지류,PET병,0.2,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,2019
전북,순창군,재활용 _가능자원_ 분리배출,폐합성수지류,기타,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,순창군,재활용 _가능자원_ 분리배출,폐고무류,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,순창군,재활용 _가능자원_ 분리배출,폐유리병류,EMPTY,0.2,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,2019
전북,순창군,재활용 _가능자원_ 분리배출,폐의류,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,순창군,재활용 _가능자원_ 분리배출,폐섬유류,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,순창군,재활용 _가능자원_ 분리배출,폐형광등,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,순창군,재활용 _가능자원_ 분리배출,폐전지류,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,순창군,재활용 _가능자원_ 분리배출,영농폐기물,농약용기류,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,순창군,재활용 _가능자원_ 분리배출,영농폐기물,폐비닐,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,순창군,재활용 _가능자원_ 분리배출,폐식용유,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,순창군,재활용 _가능자원_ 분리배출,폐전기전자제품,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,순창군,재활용 _가능자원_ 분리배출,폐가구류,EMPTY,0.3,0.3,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,2019
전북,순창군,재활용 _가능자원_ 분리배출,기타,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,순창군,재활용 _가능자원_ 분리배출,재활용 잔재물,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,순창군,음식물류 폐기물 분리배출,EMPTY,EMPTY,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2019
전북,고창군,합계,EMPTY,EMPTY,50.6,35.5,0,15.1,0,25.2,0,15.1,0,0,0,0,0,10.3,0,0,0,2019
전북,고창군,종량제방식 등 혼합배출,소계,EMPTY,14.2,0,0,14.2,0,0,0,14.2,0,0,0,0,0,0,0,0,0,2019
전북,고창군,종량제방식 등 혼합배출,가연성,소계,12.7,0,0,12.7,0,0,0,12.7,0,0,0,0,0,0,0,0,0,2019
전북,고창군,종량제방식 등 혼합배출,가연성,폐지류,4.3,0,0,4.3,0,0,0,4.3,0,0,0,0,0,0,0,0,0,2019
전북,고창군,종량제방식 등 혼합배출,가연성,폐합성수지류,3.5,0,0,3.5,0,0,0,3.5,0,0,0,0,0,0,0,0,0,2019
전북,고창군,종량제방식 등 혼합배출,가연성,폐고무류,0.2,0,0,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,2019
전북,고창군,종량제방식 등 혼합배출,가연성,폐섬유류,0.7,0,0,0.7,0,0,0,0.7,0,0,0,0,0,0,0,0,0,2019
전북,고창군,종량제방식 등 혼합배출,가연성,음식물류 폐기물,0.9,0,0,0.9,0,0,0,0.9,0,0,0,0,0,0,0,0,0,2019
전북,고창군,종량제방식 등 혼합배출,가연성,폐목재류,0.4,0,0,0.4,0,0,0,0.4,0,0,0,0,0,0,0,0,0,2019
전북,고창군,종량제방식 등 혼합배출,가연성,기타,2.7,0,0,2.7,0,0,0,2.7,0,0,0,0,0,0,0,0,0,2019
전북,고창군,종량제방식 등 혼합배출,불연성,소계,1.5,0,0,1.5,0,0,0,1.5,0,0,0,0,0,0,0,0,0,2019
전북,고창군,종량제방식 등 혼합배출,불연성,폐금속류,0.3,0,0,0.3,0,0,0,0.3,0,0,0,0,0,0,0,0,0,2019
전북,고창군,종량제방식 등 혼합배출,불연성,폐유리류,0.5,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,2019
전북,고창군,종량제방식 등 혼합배출,불연성,폐토사류,0.2,0,0,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,2019
전북,고창군,종량제방식 등 혼합배출,불연성,폐타일 및 도자기류,0.1,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,2019
전북,고창군,종량제방식 등 혼합배출,불연성,연탄재,0.1,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,2019
전북,고창군,종량제방식 등 혼합배출,불연성,기타,0.3,0,0,0.3,0,0,0,0.3,0,0,0,0,0,0,0,0,0,2019
전북,고창군,종량제방식 등 혼합배출,건설폐재류,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,고창군,종량제방식 등 혼합배출,기타(배출불명등,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,고창군,재활용 _가능자원_ 분리배출,소계,EMPTY,21.1,20.2,0,0.9,0,19.2,0,0.9,0,0,0,0,0,1,0,0,0,2019
전북,고창군,재활용 _가능자원_ 분리배출,폐지류,종이팩,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,고창군,재활용 _가능자원_ 분리배출,폐지류,기타,0.2,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,2019
전북,고창군,재활용 _가능자원_ 분리배출,고철류,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,고창군,재활용 _가능자원_ 분리배출,금속캔,EMPTY,0.2,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,2019
전북,고창군,재활용 _가능자원_ 분리배출,폐합성수지류,비닐류,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,고창군,재활용 _가능자원_ 분리배출,폐합성수지류,발포수지류,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,고창군,재활용 _가능자원_ 분리배출,폐합성수지류,PET병,0.3,0.3,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,2019
전북,고창군,재활용 _가능자원_ 분리배출,폐합성수지류,기타,0.3,0.3,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,2019
전북,고창군,재활용 _가능자원_ 분리배출,폐고무류,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
전북,고창군,재활용 _가능자원_ 분리배출,폐유리병류,EMPTY,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2019
